id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,field21,eva_hrs_mission,total_eva_hrs
425,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,5,7,MSP,1996,STS-75,STS-75,STS-75,STS-75,377,0,0,19.52
426,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,6,7,MSP,1998,STS-91,STS-91,STS-91,STS-91,236,0,0,19.52
427,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,7,7,MSP,2002,STS-111,STS-111,STS-111,STS-111,333,3,19.52,19.52
428,198,119,"Cenker, Robert Joseph","Cenker, Robert Joseph",male,1948,U.S.,civilian,PS by RCA,1985,1,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,146.42,0,0,0
429,199,120,"Nelson, William Clarence","Nelson, William Clarence",male,1942,U.S.,civilian,Congress Observer,1984,1,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,6.03,0,0,0
430,200,121,"Smith, Michael John","Smith, Michael John",male,1945,U.S.,military,1980 NASA group 9,1980,1,1,pilot,1986,STS-51L,STS-51L,explosion,explosion,0.61,0,0,0
431,201,122,"Jarvis, Gregory Bruce","Jarvis, Gregory Bruce",male,1944,U.S.,civilian,PS by SAL,1984,1,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0,0,0
432,202,123,"McAuliffe, Sharon Christa Corrigan","McAuliffe, Sharon Christa Corrigan",female,1948,U.S.,civilian,1985 Teacher in Space,1985,1,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0,0,0
433,203,61,"Laveykin, Aleksandr",Александр Иванович Лавейкин,male,1951,U.S.S.R/Russia,civilian,NPOE-4,1978,1,1,flight engineer,1987,2,Soyuz TM­2,Mir,Soyuz TM­2,4179,3,8.8,8.8
434,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,1,4,commander,1987,1,Soyuz TM­3,Mir EP,Soyuz TM­2,191,0,0,19.65
435,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,2,4,commander,1990,5,Soyuz TM­8,Mir,Soyuz TM­8,3990,5,17.6,19.65
436,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,3,4,commander,1992,11,Soyuz TM­14,Mir,Soyuz TM­14,3494,1,2.05,19.65
437,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,4,4,commander,1994,17,Soyuz TM­20,Mir,Soyuz TM­20,4061,0,0,19.65
438,205,1,"Faris, M. Achmed",NA,male,1951,Syria,military,Syria,1985,1,1,MSP,1987,1,Soyuz TM-3,Mir EP,Soyuz TM-2,191,0,0,0
439,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military,NPOE-4,1978,1,2,flight engineer,1987,3,Soyuz TM­4,Mir,Soyuz TM­6,8782,3,13.78,34.38
440,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military,NPOE-4,1978,2,2,flight engineer,1990,8,Soyuz TM­11,Mir,Soyuz TM­11,4201,4,20.75,34.38
441,207,64,"Levchenko, Anatoli",Левченко Анатолий Семёнович,male,1941,U.S.S.R/Russia,military,LII-1,1977,1,1,MSP,1987,Soyuz TM­4/3,Soyuz TM­4,Soyuz TM­4,Soyuz TM­3,189,0,0,0
442,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,1,5,commander,1988,2,Soyuz TM­5,Mir EP,Soyuz TM­4,236,0,0,78.8
443,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,2,5,commander,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,2,10.78,78.8
444,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,3,5,commander,1993,12,Soyuz TM­15,Mir,Soyuz TM­15,4533,4,18.35,78.8
445,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,4,5,commander,1995,19,STS­71,Mir,Soyuz TM­21,1811,3,14.53,78.8
446,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,5,5,commander,1997,24,Soyuz TM­26,Mir,Soyuz TM­26,4745,7,89.13,78.8
447,209,2,"Aleksandrov, Aleksandr",Александър Панайотов Александров,male,1951,Bulgaria,military,1978 Intercosmos Group,1978,1,1,pilot,1988,2,Soyuz TM-5,Mir EP,Soyuz TM-4,47,0,0,0
448,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian,IMBP-1,1972,1,2,flight engineer,1988,3,Soyuz TM­6,Mir,Soyuz TM­7,5782,0,0,0
449,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian,IMBP-1,1972,2,2,MSP,1994,15,Soyuz TM­18,Mir,Soyuz TM­20,10505,0,0,0
450,211,1,"Mohmand, Abdul Ahad",NA,male,1959,Afghanistan,military,Afghanistan,1988,1,1,MSP,1988,3,Soyuz TM-6,Mir EP,Soyuz TM-5,212,0,0,0
451,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,1,6,flight engineer,1988,4,Soyuz TM­7,Mir,Soyuz TM­7,3635,0,0,41.43
452,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,2,6,flight engineer,1991,9,Soyuz TM­12,Mir,Soyuz TM­13,7484,7,34.48,41.43
453,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,3,6,flight engineer,1994,STS­60,STS­60,STS­60,STS­60,199,0,0,41.43
454,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,4,6,flight engineer,1998,STS­88,STS­88,STS­88,STS­88,283,0,0,41.43
455,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,5,6,flight engineer,2000,1,Soyuz TM­31,ISS,STS­102,3383,0,0,41.43
456,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,6,6,commander,2005,11,Soyuz TMA­6,ISS,Soyuz TMA­6,4296,1,4.95,41.43
457,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military,NASA Astronaut Group 9,1980,1,2,pilot,1988,STS-27,STS-27,STS-27,STS-27,105,0,0,0
458,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military,NASA Astronaut Group 9,1980,2,2,pilot,1990,STS-35,STS-35,STS-35,STS-35,215,0,0,0
459,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,1,4,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,0,0,0
460,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,2,4,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,0,0,0
461,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,3,4,MSP,1992,STS-52,STS-52,STS-52,STS-52,237,0,0,0
462,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,4,4,flight engineer,2000,1,soyuz TM-31,ISS,STS-102,3281,0,0,0
463,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,1,5,pilot,1989,STS-29,STS-29,STS-29,STS-29,120,0,0,0
464,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,2,5,pilot,1989,STS-33,STS-33,STS-33,STS-33,120,0,0,0
465,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,3,5,commander,1991,STS-43,STS-43,STS-43,STS-43,213,0,0,0
466,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,4,5,commander,1993,STS-58,STS-58,STS-58,STS-58,336,0,0,0
467,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,5,5,MSP,1996,22,STS-79,Mir,STS-81,3077,0,0,0
468,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military,1980 NASA group,1980,1,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,119,0,0,0
469,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military,1980 NASA group,1980,2,2,MSP,1990,STS-38,STS-38,STS-38,STS-38,118,0,0,0
470,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian,NASA- 9,1980,1,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,120,0,0,0
471,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian,NASA- 9,1980,2,2,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,0,0,0
472,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,1,4,MSP,1989,STS-30,STS-30,STS-30,STS-30,97,0,0,26.02
473,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,2,4,MSP,1992,STS-47,STS-47,STS-47,STS-47,190,0,0,26.02
474,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,3,4,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,1,6.85,26.02
475,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,4,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,3,19.17,26.02
476,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,1,4,pilot,1989,STS-28,STS-28,STS-28,STS-28,120,0,0,0
477,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,2,4,commander,1990,STS-41,STS-41,STS-41,STS-41,96,0,0,0
478,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,3,4,commander,1992,STS-50,STS-50,STS-50,STS-50,336,0,0,0
479,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,4,4,commander,1994,STS-64,STS-64,STS-64,STS-64,242,0,0,0
480,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military,NASA- 10,1984,1,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,0,0,0
481,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military,NASA- 10,1984,2,2,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,0,0,0
482,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military,NASA- 10,1984,1,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,0,0,0
483,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military,NASA- 10,1984,2,2,MSP,1991,STS-48,STS-48,STS-48,STS-48,128,0,0,0
484,222,133,"McCulley, Michael J.","McCulley, Michael J.",male,1943,U.S.,military,NASA- 10,1984,1,1,pilot,1989,STS-34,STS-34,STS-34,STS-34,119,0,0,0
485,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,1,3,MSP,1989,STS-34,STS-34,STS-34,STS-34,120,0,0,0
486,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,2,3,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,0,0,0
487,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,3,3,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,0,0,0
488,224,135,"Carter, Manley Lanier, Jr.","Carter, Manley Lanier, Jr.",male,1947,U.S.,military,NASA- 10,1984,1,1,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,0,0,0
489,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,1,4,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,0,0,21.18
490,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,2,4,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,1,7.75,21.18
491,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,3,4,MSP,1993,STS-61,STS-61,STS-61,STS-61,264,2,13.43,21.18
492,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,4,4,MSP,1995,STS-73,STS-73,STS-73,STS-73,360,0,0,21.18
493,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,1,6,pilot,1990,STS-32,STS-32,STS-32,STS-32,261,0,0,0
494,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,2,6,commander,1992,STS-52,STS-52,STS-52,STS-52,236,0,0,0
495,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,3,6,commander,1995,STS-63,STS-63,STS-63,STS-63,198,0,0,0
496,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,4,6,commander,1997,STS-86,STS-86,STS-86,STS-86,259,0,0,0
497,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,5,6,commander,2001,STS-102,STS-102,STS-102,STS-102,307,0,0,0
498,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,6,6,commander,2002,STS-113,STS-113,STS-113,STS-113,330,0,0,0
499,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,1,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,0,0,0
500,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,2,5,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,0,0,0
501,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,3,5,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,0,0,0
502,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,4,5,MSP,1997,STS-81,STS-81,STS-81,STS-81,244,0,0,0
503,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,5,5,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,0,0,0
504,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,1,3,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,0,0,5.83
505,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,2,3,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,0,0,5.83
506,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,3,3,MSP,1993,STS-57,STS-57,STS-57,STS-57,239,1,5.83,5.83
507,229,68,"Balandin, Aleksandr",Александр Николаевич Баландин,male,1953,U.S.S.R/Russia,civilian,NPOE-4,1978,1,1,flight engineer,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,2,10.78,10.78
508,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,1,4,pilot,1990,STS-36,STS-36,STS-36,STS-36,106,0,0,0
509,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,2,4,commander,1993,STS-54,STS-54,STS-54,STS-54,143,0,0,0
510,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,3,4,commander,1994,STS-62,STS-62,STS-62,STS-62,335,0,0,0
511,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,4,4,commander,1996,STS-77,STS-77,STS-77,STS-77,241,0,0,0
512,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,1,3,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,0,0,17.7
513,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,2,3,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,3,17.7,17.7
514,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,3,3,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,0,0,17.7
515,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,1,2,commander,1990,7,Soyuz TM­10,Mir,Soyuz TM­10,3140,1,2.75,12.72
516,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,2,2,commander,1993,13,Soyuz TM­16,Mir,Soyuz TM­16,4296,2,9.97,12.72
517,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military,NASA- 11,1985,1,4,pilot,1990,STS-41,STS-41,STS-41,STS-41,98,0,0,0
518,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military,NASA- 11,1985,2,4,pilot,1992,STS-53,STS-53,STS-53,STS-53,175,0,0,0
519,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military,NASA- 11,1985,3,4,commander,1994,STS-65,STS-65,STS-65,STS-65,354,0,0,0
520,233,142,"Cabana, Robert D.","Cabana, Robert D.",male,1949,U.S.,military,NASA- 11,1985,4,4,commander,1998,STS-88,STS-88,STS-88,STS-88,283,0,0,0
521,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,U.S.,military,NASA- 12,1987,1,2,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,0,0,0
522,234,143,"Melnick, Bruce E.","Melnick, Bruce E.",male,1949,U.S.,military,NASA- 13,1987,2,2,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,0,0,0
523,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military,NASA- 12,1987,1,4,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,0,0,30.15
524,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military,NASA- 12,1987,2,4,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,2,16.72,30.15
525,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military,NASA- 12,1987,3,4,MSP,1993,STS-61,STS-61,STS-61,STS-61,260,2,13.43,30.15
526,235,144,"Akers, Thomas D.","Akers, Thomas D.",male,1951,U.S.,military,NASA- 12,1987,4,4,MSP,1996,STS-79,STS-79,STS-79,STS-79,243,0,0,30.15
527,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military,NASA- 10,1984,1,3,pilot,1990,STS-38,STS-38,STS-38,STS-38,118,0,0,5.07
528,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military,NASA- 10,1984,2,3,commander,1993,STS-51,STS-51,STS-51,STS-51,236,0,0,5.07
529,236,145,"Culbertson, Frank L., Jr.","Culbertson, Frank L., Jr.",male,1949,U.S.,military,NASA- 10,1984,3,3,commander,2001,3,STS-105,ISS,STS-108,3093,1,5.07,5.07
530,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military,NASA- 11,1985,1,3,MSP,1990,STS-38,STS-38,STS-38,STS-38,117,0,0,6.85
531,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military,NASA- 11,1985,2,3,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,0,0,6.85
532,237,146,"Meade, Carl J.","Meade, Carl J.",male,1950,U.S.,military,NASA- 11,1985,3,3,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,3,6.85,6.85
533,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military,NASA Astronaut Group 11,1985,1,3,MSP,1990,STS-38,STS-38,STS-38,STS-38,118,0,0,0
534,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military,NASA Astronaut Group 11,1985,2,3,MSP,1991,STS-48,STS-48,STS-48,STS-48,128.5,0,0,0
535,238,147,"Gemar, Charles D.","Gemar, Charles D.",male,1955,U.S.,military,NASA Astronaut Group 11,1985,3,3,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,0,0,0
536,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,U.S.,civilian,PS for Astro-1,1984,1,2,PSP,1990,Astro-1,STS-35,STS-35,STS-35,215.15,0,0,0
537,239,148,"Durrance, Samuel Thornton","Durrance, Samuel Thornton",male,1943,U.S.,civilian,PS for Astro-2,1984,2,2,PSP,1995,Astro-2,STS-67,STS-67,STS-67,399.54,0,0,0
538,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,U.S.,civilian,PS for Astro-1,1984,1,2,PSP,1990,STS-35,STS-35,STS-35,STS-35,215.15,0,0,0
539,240,149,"Parise, Ronald Anthony","Parise, Ronald Anthony",male,1951,U.S.,civilian,PS for Astro-1,1984,2,2,PSP,1995,STS-67,STS-67,STS-67,STS-67,399.54,0,0,0
540,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,1,4,commander,1991,8,Soyuz TM­11,Mir,Soyuz TM­11,4201,4,20.75,38.05
541,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,2,4,commander,1994,15,Soyuz TM­18,Mir,Soyuz TM­18,4368,0,0,38.05
542,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,3,4,commander,1999,27,Soyuz TM­29,Mir,Soyuz TM­29,4532,3,17.47,38.05
543,241,70,"Afanasyev, Viktor Mikhaylovich",Виктор Михайлович Афанасьев,male,1948,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,4,4,commander,2001,Soyuz TM­33/32,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,236.208,0,0,38.05
544,242,1,"Akiyama, Toyohiro",秋山豊寛,male,1942,Japan,civilian,TBS,1989,1,1,Other (Journalist),1990,Soyuz TM-11/10,Soyuz TM-11,Soyuz TM-11,Soyuz TM-10,189.9,0,0,0
545,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military,NASA- 10,1984,1,3,pilot,1991,STS-37,STS-37,STS-37,STS-37,143,0,0,0
546,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military,NASA- 10,1984,2,3,commander,1993,STS-56,STS-56,STS-56,STS-56,222,0,0,0
547,243,150,"Cameron, Kenneth D.","Cameron, Kenneth D.",male,1949,U.S.,military,NASA- 10,1984,3,3,commander,1995,STS-74,STS-74,STS-74,STS-74,196,0,0,0
548,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian,NASA Astronaut Group 11,1985,1,4,MSP,1991,STS-37,STS-37,STS-37,STS-37,143.5,0,0,10.23
549,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian,NASA Astronaut Group 12,1985,2,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,269.82,0,0,10.23
550,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian,NASA Astronaut Group 13,1985,3,4,MSP,1996,STS-76,STS-76,STS-76,STS-76,221.67,1,6.03,10.23
551,244,151,"Godwin, Linda M.","Godwin, Linda M.",female,1952,U.S.,civilian,NASA Astronaut Group 14,1985,4,4,MSP,2001,STS-108,STS-108,STS-108,STS-108,283,1,4.2,10.23
552,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian,NASA- 11,1985,1,4,MSP,1991,STS-37,STS-37,STS-37,STS-37,143.5,2,10.82,10.82
553,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian,NASA- 11,1985,2,4,MSP,1992,STS-47,STS-47,STS-47,STS-47,190.5,0,0,10.82
554,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian,NASA- 11,1985,3,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,270,0,0,10.82
555,245,152,"Apt, Jerome","Apt, Jerome",male,1949,U.S.,civilian,NASA- 11,1985,4,4,MSP,1996,STS-79,STS-79,STS-79,STS-79,243,0,0,10.82
556,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,U.S.,military,NASA Astronaut Group 10,1984,1,2,pilot,1991,STS-39,STS-39,STS-39,STS-39,199,0,0,0
557,246,153,"Hammond, L. Blaine, Jr.","Hammond, L. Blaine, Jr.",male,1952,U.S.,military,NASA Astronaut Group 11,1984,2,2,pilot,1994,STS-64,STS-64,STS-64,STS-64,262,0,0,0
558,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian,NASA Astronaut Group 12,1987,1,4,MSP,1991,STS-39,STS-39,STS-39,STS-39,199,0,0,18.49
559,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian,NASA Astronaut Group 13,1987,2,4,MSP,1993,STS-54,STS-54,STS-54,STS-54,143,1,4.47,18.49
560,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian,NASA Astronaut Group 14,1987,3,4,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,0,0,18.49
561,247,154,"Harbaugh, Gregory J.","Harbaugh, Gregory J.",male,1956,U.S.,civilian,NASA Astronaut Group 15,1987,4,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,2,14.02,18.49
562,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military,NASA- 12,1987,1,3,MSP,1991,STS-39,STS-39,STS-39,STS-39,199,0,0,0
563,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military,NASA- 12,1987,2,3,pilot,1993,STS-54,STS-54,STS-54,STS-54,143,0,0,0
564,248,155,"McMonagle, Donald R.","McMonagle, Donald R.",male,1952,U.S.,military,NASA- 12,1987,3,3,commander,1994,STS-66,STS-66,STS-66,STS-66,262,0,0,0
